Date,Account,Payee,Category Group,Category,Tags,Memo,Amount,In/Out,Source,ImportId
2025-03-31,BPI Main,Family,Uncategorized / Review,To Triage,review,"Fund Transfer TO: MA. CLEOFE P LI,A/C#2159048627",2500.0,Outflow,YNAB,1499
2025-03-31,BPI Main,Family,Uncategorized / Review,To Triage,review,Bills Payment TO: PHIL LONG DISTA.....XXXXX96791,1499.0,Outflow,YNAB,1500
2025-03-31,eWallet - BPI Vybe,Transfer : Shopee Pay Later,Transfers,Internal Transfers,transfer,April 2025 Advance Payment,1447.17,Outflow,YNAB,1501
2025-03-31,BPI Main,Transfer : eWallet - BPI Vybe,Transfers,Internal Transfers,transfer,SHOPPEE Partner Merchant Cash In TO: BPI VYBE .....XXXXX90460 / Seamoney Credit Payment,1360.0,Outflow,YNAB,1502
2025-03-31,BPI Main,Transfer : eWallet - BPI Vybe,Transfers,Internal Transfers,transfer,SHOPPEE Partner Merchant Cash In TO: BPI VYBE .....XXXXX90460 / Seamoney Credit PaymentPartner Merchant Cash In TO: BPI VYBE .....XXXXX64185,1300.0,Outflow,YNAB,1503
2025-03-31,eWallet - BPI Vybe,Transfer : Shopee Pay Later,Transfers,Internal Transfers,transfer,March 2025 Payment,1236.43,Outflow,YNAB,1504
2025-03-31,eWallet - Maya Savings,Transfer : eWallet - MAYA,Transfers,Internal Transfers,transfer,Auto Fund Transfer,1000.0,Outflow,YNAB,1505
2025-03-31,RCBC Hexagon Previledge Platinum,Shopee,Uncategorized / Review,To Triage,review,Shoe Protector and Cleaner ,968.0,Outflow,YNAB,1506
2025-03-31,BPI Main,Transfer : eWallet - Seabank,Transfers,Internal Transfers,transfer,Fund Transfer,800.0,Outflow,YNAB,1507
2025-03-31,RCBC Hexagon Previledge Platinum,Entertainment / Subs,Uncategorized / Review,To Triage,review,Truecaller Annual Sub,609.0,Outflow,YNAB,1508
2025-03-31,RCBC Hexagon Previledge Platinum,Personal Effects,Uncategorized / Review,To Triage,review,Dermazole Anti-Dundruff Shampoo,595.0,Outflow,YNAB,1509
2025-03-31,eWallet - MAYA,Tiktok,Uncategorized / Review,To Triage,review,Umbrella 2x,373.89,Outflow,YNAB,1510
2025-03-31,RCBC Hexagon Previledge Platinum,Entertainment / Subs,Uncategorized / Review,To Triage,review,Internet download Manager + 4k Video Download,318.0,Outflow,YNAB,1511
2025-03-31,RCBC Hexagon Previledge Platinum,Health,Uncategorized / Review,To Triage,review,Barbell Clamps,308.0,Outflow,YNAB,1512
2025-03-31,eWallet - MAYA,Learning / Training Fees,Uncategorized / Review,To Triage,review,Philippine Agricultural Webinar,249.0,Outflow,YNAB,1513
2025-03-31,eWallet - MAYA,Tiktok,Uncategorized / Review,To Triage,review,Shoe Deodorant,246.0,Outflow,YNAB,1514
2025-03-31,eWallet - MAYA,Manual Balance Adjustment,Uncategorized / Review,To Triage,review,!UNACCOUNTED EXPENSE,156.5,Outflow,YNAB,1515
2025-03-31,Shopee Pay Later,Manual Balance Adjustment,Uncategorized / Review,To Triage,review,INTEREST - UNACOUNTED,21.6,Outflow,YNAB,1516
2025-03-31,BPI Main,Documents & Stationery,Uncategorized / Review,To Triage,review,0601 TAX WITHHELD,11.71,Outflow,YNAB,1517
2025-03-31,Union Bank Debit,Investment / Interest,Uncategorized / Review,To Triage,review,Interest,1.98,Inflow,YNAB,1518
2025-03-31,eWallet - BPI Vybe,Manual Balance Adjustment,Uncategorized / Review,To Triage,review,,2.9,Inflow,YNAB,1519
2025-03-31,eWallet - Maya Savings,Investment / Interest,Uncategorized / Review,To Triage,review,Maya Savings Interest 6%,55.73,Inflow,YNAB,1520
2025-03-31,BPI Main,Income - Salary / Allotment,Uncategorized / Review,To Triage,review,01 INTEREST EARNED,58.55,Inflow,YNAB,1521
2025-03-31,eWallet - Seabank,Transfer : BPI Main,Transfers,Internal Transfers,transfer,Fund Transfer,800.0,Inflow,YNAB,1522
2025-03-31,eWallet - MAYA,Transfer : eWallet - Maya Savings,Transfers,Internal Transfers,transfer,Auto Fund Transfer,1000.0,Inflow,YNAB,1523
2025-03-31,Shopee Pay Later,Transfer : eWallet - BPI Vybe,Transfers,Internal Transfers,transfer,March 2025 Payment,1236.43,Inflow,YNAB,1524
2025-03-31,eWallet - BPI Vybe,Transfer : BPI Main,Transfers,Internal Transfers,transfer,SHOPPEE Partner Merchant Cash In TO: BPI VYBE .....XXXXX90460 / Seamoney Credit PaymentPartner Merchant Cash In TO: BPI VYBE .....XXXXX64185,1300.0,Inflow,YNAB,1525
2025-03-31,eWallet - BPI Vybe,Transfer : BPI Main,Transfers,Internal Transfers,transfer,SHOPPEE Partner Merchant Cash In TO: BPI VYBE .....XXXXX90460 / Seamoney Credit Payment,1360.0,Inflow,YNAB,1526
2025-03-31,Shopee Pay Later,Transfer : eWallet - BPI Vybe,Transfers,Internal Transfers,transfer,April 2025 Advance Payment,1447.17,Inflow,YNAB,1527
2025-03-31,Northfield Lagao Blk 4 Lot 3,Transfer : BPI Main,Transfers,Internal Transfers,transfer,March 2025,9350.0,Inflow,YNAB,1528
2025-03-31,Northfield Lagao Blk 4 Lot 1,Transfer : BPI Main,Transfers,Internal Transfers,transfer,March 2025,11980.0,Inflow,YNAB,1529
2025-03-31,UNION BANK Personal Loan,Transfer : Union Bank Debit,Transfers,Internal Transfers,transfer,March 2025 Payment,20365.29,Inflow,YNAB,1530
2025-03-30,RCBC Hexagon Previledge Platinum,Entertainment / Subs,Uncategorized / Review,To Triage,review,Pomodoro Timer App Sub Lifetime,655.0,Outflow,YNAB,1531
2025-03-29,RCBC Hexagon Previledge Platinum,Shopping,Uncategorized / Review,To Triage,review,Ace Hardware - Paint + Tools ,2396.0,Outflow,YNAB,1532
2025-03-29,RCBC Hexagon Previledge Platinum,Health,Uncategorized / Review,To Triage,review,150 cm Standard Long Bar,848.0,Outflow,YNAB,1533
2025-03-29,eWallet - Shopee Pay,Shopee,Uncategorized / Review,To Triage,review,Remote for Nanay Room - Condura,804.0,Outflow,YNAB,1534
2025-03-29,RCBC Hexagon Previledge Platinum,Shopee,Uncategorized / Review,To Triage,review,Wapol Bidet Set,627.0,Outflow,YNAB,1535
2025-03-29,Union Bank Rewards Visa Platinum,Tiktok,Uncategorized / Review,To Triage,review,Air Fresheners - Clair Natural Balm,587.75,Outflow,YNAB,1536
2025-03-29,RCBC Hexagon Previledge Platinum,Shopping,Uncategorized / Review,To Triage,review,Credit Card Holder RFID Blocking thrifold,382.0,Outflow,YNAB,1537
2025-03-28,BPI Main,Family,Uncategorized / Review,To Triage,review,Mama Delia - R. Ligason PAPANG BDAY,6950.0,Outflow,YNAB,1538
2025-03-28,BPI Main,Family,Uncategorized / Review,To Triage,review,"Fund Transfer TO: MA. CLEOFE P LI,A/C#2159048627",3000.0,Outflow,YNAB,1539
2025-03-28,RCBC Hexagon Previledge Platinum,Family,Health & Insurance,Medications & Vitamins,,Lola Magnesium Spray 500ml x 2,689.0,Outflow,YNAB,1540
2025-03-28,Cash - Wallet,Services,Uncategorized / Review,To Triage,review,Haircut + Tip,650.0,Outflow,YNAB,1541
2025-03-28,eWallet - Grab Pay,Transportation,Uncategorized / Review,To Triage,review,Grab  - Sm Gensan to Conel,365.0,Outflow,YNAB,1542
2025-03-28,RCBC Hexagon Previledge Platinum,Shopee,Uncategorized / Review,To Triage,review,Pixel Screen Cleaner,331.0,Outflow,YNAB,1543
2025-03-28,Cash - Wallet,Dining Out,Uncategorized / Review,To Triage,review,KFC Fully Loaded Meal 2 Pc Chickenn,275.0,Outflow,YNAB,1544
2025-03-28,Union Bank Rewards Visa Platinum,Tiktok,Uncategorized / Review,To Triage,review,5 Pcs Kitchen Ref Containers,226.64,Outflow,YNAB,1545
2025-03-28,Cash - Wallet,Transportation,Uncategorized / Review,To Triage,review,Conel to Marina,200.0,Outflow,YNAB,1546
2025-03-28,RCBC Hexagon Previledge Platinum,Family,Uncategorized / Review,To Triage,review,Washing Machine Foot Pads,142.0,Outflow,YNAB,1547
2025-03-28,RCBC Hexagon Previledge Platinum,Shopee,Uncategorized / Review,To Triage,review,Mi 10T Pro Simcard Tray,116.0,Outflow,YNAB,1548
2025-03-28,Cash - Wallet,Drinks,Uncategorized / Review,To Triage,review,7/11 Vitamin Boost,56.0,Outflow,YNAB,1549
2025-03-28,Cash - Wallet,Transportation,Uncategorized / Review,To Triage,review,Home to Terminal,15.0,Outflow,YNAB,1550
2025-03-28,Cash - Wallet,Transportation,Uncategorized / Review,To Triage,review,Church to SM,15.0,Outflow,YNAB,1551
2025-03-28,Cash - Wallet,Church,Uncategorized / Review,To Triage,review,Candle + CR ,8.0,Outflow,YNAB,1552
2025-03-28,Cash - Wallet,Documents & Stationery,Uncategorized / Review,To Triage,review,Photocopy,3.0,Outflow,YNAB,1553
2025-03-27,RCBC Hexagon Previledge Platinum,Shopping,Uncategorized / Review,To Triage,review,1 TB NVME M.2  SSD ,3200.0,Outflow,YNAB,1554
2025-03-27,RCBC Hexagon Previledge Platinum,Groceries,Uncategorized / Review,To Triage,review,SM Groceries,1792.0,Outflow,YNAB,1555
2025-03-27,eWallet - Maya Savings,Transfer : eWallet - MAYA,Transfers,Internal Transfers,transfer,Auto Fund Transfer,1000.0,Outflow,YNAB,1556
2025-03-27,eWallet - Seabank,Transfer : eWallet - Shopee Pay,Transfers,Internal Transfers,transfer, Fund Transfer,814.0,Outflow,YNAB,1557
2025-03-27,Union Bank Rewards Visa Platinum,Tiktok,Uncategorized / Review,To Triage,review,Hilee Tambler,374.0,Outflow,YNAB,1558
2025-03-27,eWallet - MAYA,Transportation,Uncategorized / Review,To Triage,review,SM Gensan to Home,365.0,Outflow,YNAB,1559
2025-03-27,Union Bank Rewards Visa Platinum,Tiktok,Uncategorized / Review,To Triage,review,4 in 1 Shower Head,244.0,Outflow,YNAB,1560
2025-03-27,Cash - Wallet,Dining Out,Uncategorized / Review,To Triage,review,Mang Inasal,192.0,Outflow,YNAB,1561
2025-03-27,Cash - Wallet,Transportation,Uncategorized / Review,To Triage,review,Conel to Hall of Justice,30.0,Outflow,YNAB,1562
2025-03-27,Cash - Wallet,Transportation,Uncategorized / Review,To Triage,review,Home to Terminal ,15.0,Outflow,YNAB,1563
2025-03-27,Cash - Wallet,Transportation,Uncategorized / Review,To Triage,review,Hall of Justice to SM Gensan ,15.0,Outflow,YNAB,1564
2025-03-27,eWallet - Shopee Pay,Transfer : eWallet - Seabank,Transfers,Internal Transfers,transfer, Fund Transfer,814.0,Inflow,YNAB,1565
2025-03-27,eWallet - MAYA,Transfer : eWallet - Maya Savings,Transfers,Internal Transfers,transfer,Auto Fund Transfer,1000.0,Inflow,YNAB,1566
2025-03-26,RCBC Hexagon Previledge Platinum,Family,Uncategorized / Review,To Triage,review,Lola Diaper,1933.0,Outflow,YNAB,1567
2025-03-26,RCBC Hexagon Previledge Platinum,Shopee,Uncategorized / Review,To Triage,review,KS Shoe Tress + KS Foam Premium,463.0,Outflow,YNAB,1568
2025-03-26,eWallet - GCASH,Communication,Uncategorized / Review,To Triage,review,Globe Top Up 99+250,349.0,Outflow,YNAB,1569
2025-03-26,Shopee Pay Later,Entertainment / Subs,Uncategorized / Review,To Triage,review,Office 365 Sub,241.0,Outflow,YNAB,1570
2025-03-26,RCBC Hexagon Previledge Platinum,Documents & Stationery,Uncategorized / Review,To Triage,review,CIBI  Credit Report + Lista,199.0,Outflow,YNAB,1571
2025-03-25,BPI Credit Card,Groceries,Uncategorized / Review,To Triage,review,Shopsuki,3193.2,Outflow,YNAB,1572
2025-03-25,RCBC Hexagon Previledge Platinum,Shopee,Uncategorized / Review,To Triage,review,Eau de Soleil Blanc & YSL Y perfume,555.0,Outflow,YNAB,1573
2025-03-25,RCBC Hexagon Previledge Platinum,Shopee,Uncategorized / Review,To Triage,review,Windows Aircon Deflector,499.0,Outflow,YNAB,1574
2025-03-24,RCBC Hexagon Previledge Platinum,Entertainment / Subs,Uncategorized / Review,To Triage,review,Bitdefender Subscription 1 Year ,1195.21,Outflow,YNAB,1575
2025-03-24,RCBC Hexagon Previledge Platinum,Entertainment / Subs,Uncategorized / Review,To Triage,review,Monthly Sub - Spotify,239.0,Outflow,YNAB,1576
2025-03-23,RCBC Hexagon Previledge Platinum,Shopee,Uncategorized / Review,To Triage,review,AER Travel Pack 3 Bag,7100.0,Outflow,YNAB,1577
2025-03-23,RCBC Hexagon Previledge Platinum,Shopee,Uncategorized / Review,To Triage,review,Non Slip Cotton Socks,470.0,Outflow,YNAB,1578
2025-03-23,RCBC Hexagon Previledge Platinum,Family,Uncategorized / Review,To Triage,review,Mosquito Repellant ,379.0,Outflow,YNAB,1579
2025-03-23,eWallet - MAYA,Tiktok,Uncategorized / Review,To Triage,review,Dried Mangos,299.0,Outflow,YNAB,1580
2025-03-23,RCBC Hexagon Previledge Platinum,Shopee,Uncategorized / Review,To Triage,review,Cellphone Case,229.0,Outflow,YNAB,1581
2025-03-22,BPI Credit Card,Entertainment / Subs,Uncategorized / Review,To Triage,review,OPEN Ai ChatGPT Sub,1168.85,Outflow,YNAB,1582
2025-03-22,RCBC Hexagon Previledge Platinum,Family,Uncategorized / Review,To Triage,review,AVIDUS Smart Android TV Box,985.0,Outflow,YNAB,1583
2025-03-22,eWallet - GCASH,Communication,Uncategorized / Review,To Triage,review,Globe Top Up 200+99,299.0,Outflow,YNAB,1584
2025-03-22,eWallet - MAYA,Communication,Uncategorized / Review,To Triage,review,Smart Top Up,175.0,Outflow,YNAB,1585
2025-03-22,RCBC Hexagon Previledge Platinum,Entertainment / Subs,Uncategorized / Review,To Triage,review,ADB Debug Tool App,145.0,Outflow,YNAB,1586
2025-03-21,BPI Montero,Transfer : Montero Auto Loan,Debt & Loans,Auto Loan,BPI,March 2025 Payment,33767.0,Outflow,YNAB,1587
2025-03-21,eWallet - GCASH,Family,Uncategorized / Review,To Triage,review,Family Building Tax Payment - Filipizen,3616.92,Outflow,YNAB,1588
2025-03-21,BPI Credit Card,Communication,Uncategorized / Review,To Triage,review,Globe Monthly postpaid,599.0,Outflow,YNAB,1589
2025-03-21,eWallet - GCASH,Family,Uncategorized / Review,To Triage,review,Family Land Tax pyament - Marifel,48.22,Outflow,YNAB,1590
2025-03-21,eWallet - GCASH,Family,Uncategorized / Review,To Triage,review,Family Land Tax Payment,42.82,Outflow,YNAB,1591
2025-03-21,Montero Auto Loan,Transfer : BPI Montero,Transfers,Internal Transfers,transfer,March 2025 Payment,33767.0,Inflow,YNAB,1592
2025-03-20,BPI Main,Transfer : Cash - Wallet,Transfers,Internal Transfers,transfer,Fund Transfer ,10000.0,Outflow,YNAB,1593
2025-03-20,BPI Main,Transfer : eWallet - GCASH,Transfers,Internal Transfers,transfer,Fund Transfer,5000.0,Outflow,YNAB,1594
2025-03-20,RCBC Hexagon Previledge Platinum,Family,Uncategorized / Review,To Triage,review,Robinsons _ Groceries,2392.93,Outflow,YNAB,1595
2025-03-20,RCBC Hexagon Previledge Platinum,Shopee,Uncategorized / Review,To Triage,review,Foldable Shoe Storage,795.0,Outflow,YNAB,1596
2025-03-20,eWallet - GCASH,Entertainment / Subs,Uncategorized / Review,To Triage,review,TG Sub - DG Grab ,699.0,Outflow,YNAB,1597
2025-03-20,Cash - Wallet,Documents & Stationery,Uncategorized / Review,To Triage,review,Postal ID Renewal ,650.0,Outflow,YNAB,1598
2025-03-20,RCBC Hexagon Previledge Platinum,Documents & Stationery,Uncategorized / Review,To Triage,review,Stationary - National Bookstore,406.0,Outflow,YNAB,1599
2025-03-20,HSBC Gold Visa Cashback,Dining Out,Uncategorized / Review,To Triage,review,Jollibee ,361.0,Outflow,YNAB,1600
2025-03-20,eWallet - MAYA,Transportation,Uncategorized / Review,To Triage,review,Robinsons to Conel,324.0,Outflow,YNAB,1601
2025-03-20,RCBC Hexagon Previledge Platinum,Family,Uncategorized / Review,To Triage,review,Metal Sponge Drainer RAck,175.0,Outflow,YNAB,1602
2025-03-20,HSBC Gold Visa Cashback,Dining Out,Uncategorized / Review,To Triage,review,Jolkibee C8,162.0,Outflow,YNAB,1603
2025-03-20,RCBC Hexagon Previledge Platinum,Shopee,Uncategorized / Review,To Triage,review,HDMI Cable,139.0,Outflow,YNAB,1604
2025-03-20,Cash - Wallet,Church,Uncategorized / Review,To Triage,review,Donation Tatay sidewalk ,100.0,Outflow,YNAB,1605
2025-03-20,Cash - Wallet,Transportation,Uncategorized / Review,To Triage,review,Conel to Postal ,25.0,Outflow,YNAB,1606
2025-03-20,BPI Main,Fees - Credit Card,Uncategorized / Review,To Triage,review,Fund Transfer Fees - ATM Cash Withdrwal PNB,15.0,Outflow,YNAB,1607
2025-03-20,eWallet - GCASH,Transfer : BPI Main,Transfers,Internal Transfers,transfer,Fund Transfer,5000.0,Inflow,YNAB,1608
2025-03-20,Cash - Wallet,Transfer : BPI Main,Transfers,Internal Transfers,transfer,Fund Transfer ,10000.0,Inflow,YNAB,1609
2025-03-19,BPI Main,Transfer : Union Bank Debit,Transfers,Internal Transfers,transfer,"Fund Transfer 50,000 x 3",150000.0,Outflow,YNAB,1610
2025-03-19,Union Bank Debit,Transfer : Union Bank Rewards Visa Platinum,Transfers,Internal Transfers,transfer,March 2025 Payment,132430.91,Outflow,YNAB,1611
2025-03-19,SAVINGS - RCBC Hexa,Transfer : RCBC Hexagon Previledge Platinum,Transfers,Internal Transfers,transfer,CASH PAYMENT,57501.85,Outflow,YNAB,1612
2025-03-19,BPI Main,Transfer : SAVINGS - RCBC Hexa,Transfers,Internal Transfers,transfer,Fund Transfer,50000.0,Outflow,YNAB,1613
2025-03-19,BPI Main,Transfer : HSBC Gold Visa Cashback,Transfers,Internal Transfers,transfer,March 2025 Payment ,8177.62,Outflow,YNAB,1614
2025-03-19,BPI Main,Family,Uncategorized / Review,To Triage,review,Nanay Laboratory,1000.0,Outflow,YNAB,1615
2025-03-19,RCBC Hexagon Previledge Platinum,Personal Effects,Uncategorized / Review,To Triage,review,Anti Hairfall Shampoo and Conbditioner,891.0,Outflow,YNAB,1616
2025-03-19,Cash - Wallet,Family,Uncategorized / Review,To Triage,review,Mamang Allowance,500.0,Outflow,YNAB,1617
2025-03-19,HSBC Gold Visa Cashback,Tiktok,Uncategorized / Review,To Triage,review,POSE EVA Slippers,287.21,Outflow,YNAB,1618
2025-03-19,HSBC Gold Visa Cashback,Transfer : BPI Main,Transfers,Internal Transfers,transfer,March 2025 Payment ,8177.62,Inflow,YNAB,1619
2025-03-19,SAVINGS - RCBC Hexa,Transfer : BPI Main,Transfers,Internal Transfers,transfer,Fund Transfer,50000.0,Inflow,YNAB,1620
2025-03-19,RCBC Hexagon Previledge Platinum,Transfer : SAVINGS - RCBC Hexa,Transfers,Internal Transfers,transfer,CASH PAYMENT,57501.85,Inflow,YNAB,1621
2025-03-19,Union Bank Rewards Visa Platinum,Transfer : Union Bank Debit,Transfers,Internal Transfers,transfer,March 2025 Payment,132430.91,Inflow,YNAB,1622
2025-03-19,Union Bank Debit,Transfer : BPI Main,Transfers,Internal Transfers,transfer,"Fund Transfer 50,000 x 3",150000.0,Inflow,YNAB,1623
2025-03-18,HSBC Gold Visa Cashback,Tiktok,Uncategorized / Review,To Triage,review,Dalwa Shades + UPS,1162.0,Outflow,YNAB,1624
2025-03-18,eWallet - GCASH,Entertainment / Subs,Uncategorized / Review,To Triage,review,Netflix Sub,549.0,Outflow,YNAB,1625
2025-03-18,RCBC Hexagon Previledge Platinum,Entertainment / Subs,Uncategorized / Review,To Triage,review,Windows 11 Pro License,150.0,Outflow,YNAB,1626
2025-03-18,RCBC Hexagon Previledge Platinum,Entertainment / Subs,Uncategorized / Review,To Triage,review,Nitro 14 Pro Sub,140.0,Outflow,YNAB,1627
2025-03-17,BPI Main,Transfer : BPI Credit Card,Transfers,Internal Transfers,transfer,17 March 2025 - Full Payment,141587.75,Outflow,YNAB,1628
2025-03-17,RCBC Hexagon Previledge Platinum,Family,Uncategorized / Review,To Triage,review,Mr Diy - Rat Trap + Batteries + tools,1806.5,Outflow,YNAB,1629
2025-03-17,eWallet - Maya Savings,Transfer : eWallet - MAYA,Transfers,Internal Transfers,transfer,Auto Fund Transfer,1000.0,Outflow,YNAB,1630
2025-03-17,RCBC Hexagon Previledge Platinum,Shopee,Uncategorized / Review,To Triage,review,Tranyoo Earbuds,575.0,Outflow,YNAB,1631
2025-03-17,RCBC Hexagon Previledge Platinum,Family,Uncategorized / Review,To Triage,review,Portable Slicer,528.75,Outflow,YNAB,1632
2025-03-17,RCBC Hexagon Previledge Platinum,Shopping,Uncategorized / Review,To Triage,review,MUMUSO Gensan - Bath Essentials,436.0,Outflow,YNAB,1633
2025-03-17,Cash - Wallet,Transportation,Uncategorized / Review,To Triage,review,Air freight - LBC Nanay Papanv  Phone,369.0,Outflow,YNAB,1634
2025-03-17,eWallet - MAYA,Transportation,Uncategorized / Review,To Triage,review,Robinsons to Conel,353.0,Outflow,YNAB,1635
2025-03-17,HSBC Gold Visa Cashback,Drinks,Uncategorized / Review,To Triage,review,Cold Brew +  Chicken Floss Bread ,340.0,Outflow,YNAB,1636
2025-03-17,RCBC Hexagon Previledge Platinum,Shopee,Uncategorized / Review,To Triage,review,HDMI Cable,307.0,Outflow,YNAB,1637
2025-03-17,eWallet - GCASH,Entertainment / Subs,Uncategorized / Review,To Triage,review,TG Sub,299.0,Outflow,YNAB,1638
2025-03-17,Shopee Pay Later,Shopee,Uncategorized / Review,To Triage,review,Rodent Repellent pills,257.0,Outflow,YNAB,1639
2025-03-17,Cash - Wallet,Transportation,Uncategorized / Review,To Triage,review,Conel to KCC,150.0,Outflow,YNAB,1640
2025-03-17,eWallet - MAYA,Transfer : eWallet - Maya Savings,Transfers,Internal Transfers,transfer,Auto Fund Transfer,1000.0,Inflow,YNAB,1641
2025-03-17,BPI Credit Card,Transfer : BPI Main,Transfers,Internal Transfers,transfer,17 March 2025 - Full Payment,141587.75,Inflow,YNAB,1642
2025-03-16,eWallet - GCASH,Shopping,Uncategorized / Review,To Triage,review,Balance - Nike Vomero 5,2280.0,Outflow,YNAB,1643
2025-03-16,eWallet - MAYA,Communication,Uncategorized / Review,To Triage,review,Smart App Top Up 1000+500 (Nanay and Papang),1500.0,Outflow,YNAB,1644
2025-03-16,RCBC Hexagon Previledge Platinum,Personal Effects,Uncategorized / Review,To Triage,review,Shopee - NAC and Saw Palmeto,1368.0,Outflow,YNAB,1645
2025-03-16,eWallet - Maya Savings,Transfer : eWallet - MAYA,Transfers,Internal Transfers,transfer,Auto Fund Transfer,1000.0,Outflow,YNAB,1646
2025-03-16,Shopee Pay Later,Personal Effects,Uncategorized / Review,To Triage,review,ROHTO MELANO CC Face Lotion,928.0,Outflow,YNAB,1647
2025-03-16,Shopee Pay Later,Personal Effects,Uncategorized / Review,To Triage,review,Daily Dose of Glow Gluta,918.0,Outflow,YNAB,1648
2025-03-16,HSBC Gold Visa Cashback,Shopee,Uncategorized / Review,To Triage,review,Cycling Shorts ,433.0,Outflow,YNAB,1649
2025-03-16,Union Bank Rewards Visa Platinum,Tiktok,Uncategorized / Review,To Triage,review,Enchen Beard Trimmer ,410.12,Outflow,YNAB,1650
2025-03-16,Union Bank Rewards Visa Platinum,Tiktok,Uncategorized / Review,To Triage,review,Victoria Secret Perfume ,344.24,Outflow,YNAB,1651
2025-03-16,eWallet - MAYA,Transfer : eWallet - Maya Savings,Transfers,Internal Transfers,transfer,Auto Fund Transfer,1000.0,Inflow,YNAB,1652
2025-03-15,eWallet - Maya Savings,Transfer : eWallet - MAYA,Transfers,Internal Transfers,transfer,Auto Fund Transfer,1000.0,Outflow,YNAB,1653
2025-03-15,eWallet - MAYA,Entertainment / Subs,Uncategorized / Review,To Triage,review,WHOScall Sub - Nanay and Papang,949.0,Outflow,YNAB,1654
2025-03-15,RCBC Hexagon Previledge Platinum,Shopee,Uncategorized / Review,To Triage,review,Tongue Scraper,292.0,Outflow,YNAB,1655
2025-03-15,eWallet - MAYA,Transfer : eWallet - Maya Savings,Transfers,Internal Transfers,transfer,Auto Fund Transfer,1000.0,Inflow,YNAB,1656
2025-03-14,RCBC Hexagon Previledge Platinum,Shopping,Uncategorized / Review,To Triage,review,Uniqlo T Shirt & Pants,2850.0,Outflow,YNAB,1657
2025-03-14,RCBC Hexagon Previledge Platinum,Family,Uncategorized / Review,To Triage,review,Lola - Birch Tree Advance,2660.0,Outflow,YNAB,1658
2025-03-14,RCBC Hexagon Previledge Platinum,Shopee,Uncategorized / Review,To Triage,review,Sunshade Net,859.0,Outflow,YNAB,1659
2025-03-14,RCBC Hexagon Previledge Platinum,Shopee,Uncategorized / Review,To Triage,review,Anti Rust Paint,652.0,Outflow,YNAB,1660
2025-03-14,Union Bank Rewards Visa Platinum,Tiktok,Uncategorized / Review,To Triage,review,UPS Cctv ,483.0,Outflow,YNAB,1661
2025-03-14,Shopee Pay Later,Shopee,Uncategorized / Review,To Triage,review,Aircon Bracket,318.0,Outflow,YNAB,1662
2025-03-14,RCBC Hexagon Previledge Platinum,Shopee,Uncategorized / Review,To Triage,review,Toilet Cleaner Tablets,200.0,Outflow,YNAB,1663
2025-03-14,RCBC Hexagon Previledge Platinum,Shopee,Uncategorized / Review,To Triage,review,Tamper Proof CVV Sticker,137.0,Outflow,YNAB,1664
2025-03-14,RCBC Hexagon Previledge Platinum,Entertainment / Subs,Uncategorized / Review,To Triage,review,Clash of Clans,49.0,Outflow,YNAB,1665
2025-03-13,BPI Credit Card,Transfer : BPI Credit to Cash 3 - REG ,Transfers,Internal Transfers,transfer,Loan Termination,33163.1,Outflow,YNAB,1666
2025-03-13,BPI Credit Card,Manual Balance Adjustment,Uncategorized / Review,To Triage,review,An Accounted Charges,5060.75,Outflow,YNAB,1667
2025-03-13,RCBC Hexagon Previledge Platinum,Family,Uncategorized / Review,To Triage,review,Nanay Fe - Birch Tree Advance ,2794.0,Outflow,YNAB,1668
2025-03-13,eWallet - GCASH,Documents & Stationery,Uncategorized / Review,To Triage,review,MARINA SID,1050.0,Outflow,YNAB,1669
2025-03-13,eWallet - Maya Savings,Transfer : eWallet - MAYA,Transfers,Internal Transfers,transfer,Auto Fund Transfer,1000.0,Outflow,YNAB,1670
2025-03-13,RCBC Hexagon Previledge Platinum,Family,Uncategorized / Review,To Triage,review,Lola / Mamang - Bear Brand Adult Plus,926.0,Outflow,YNAB,1671
2025-03-13,eWallet - MAYA,Documents & Stationery,Uncategorized / Review,To Triage,review,NBI Clearance,522.75,Outflow,YNAB,1672
2025-03-13,RCBC Hexagon Previledge Platinum,Shopee,Uncategorized / Review,To Triage,review,Tumbler Bottle Cleaner,196.0,Outflow,YNAB,1673
2025-03-13,eWallet - BPI Vybe,Manual Balance Adjustment,Uncategorized / Review,To Triage,review,,10.0,Outflow,YNAB,1674
2025-03-13,eWallet - Seabank,Investment / Interest,Uncategorized / Review,To Triage,review,Interest,0.39,Inflow,YNAB,1675
2025-03-13,eWallet - MAYA,Manual Balance Adjustment,Uncategorized / Review,To Triage,review,,413.5,Inflow,YNAB,1676
2025-03-13,Lazada Pay Later,Manual Balance Adjustment,Uncategorized / Review,To Triage,review,,636.27,Inflow,YNAB,1677
2025-03-13,eWallet - MAYA,Transfer : eWallet - Maya Savings,Transfers,Internal Transfers,transfer,Auto Fund Transfer,1000.0,Inflow,YNAB,1678
2025-03-13,eWallet - GCASH,Fund Transfer - 3rd Party,Transfers,Internal Transfers,transfer,Shipping Fee Refund,2000.0,Inflow,YNAB,1679
2025-03-13,BPI Credit to Cash 3 - REG ,Transfer : BPI Credit Card,Transfers,Internal Transfers,transfer,Loan Termination,33163.1,Inflow,YNAB,1680
2025-03-12,BPI Credit Card,Transfer : BPI Credit to Cash 3,Transfers,Internal Transfers,transfer,Loan Termination,83696.07,Outflow,YNAB,1681
